track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode
68,0.756,0.69,-3.87,0.0656,0.329,0.0,0.0586,0.783,162.005,213312,10,0
61,0.808,0.767,-4.912,0.0445,0.255,0.0197,0.0886,0.722,94.998,206493,1,0
62,0.785,0.881,-4.205,0.0505,0.212,0.0,0.753,0.729,113.999,239493,8,0
64,0.815,0.856,-4.399,0.13,0.255,0.0,0.0697,0.713,96.014,156560,1,0
8,0.721,0.687,-6.682,0.0782,0.0998,0.0,0.0679,0.825,175.914,226400,1,1
47,0.799,0.783,-6.59,0.0881,0.546,0.00367,0.102,0.786,94.987,225693,8,0
58,0.765,0.768,-4.959,0.0742,0.18,0.0,0.0794,0.574,94.243,291658,2,1
65,0.897,0.755,-5.684,0.144,0.00758,0.000451,0.264,0.567,110.008,214120,9,0
61,0.831,0.789,-5.498,0.0661,0.121,0.0,0.328,0.827,101.035,173867,0,1
70,0.746,0.746,-5.046,0.102,0.152,0.0,0.274,0.733,175.965,243227,5,0
60,0.846,0.85,-5.707,0.0509,0.162,0.0,0.355,0.816,115.341,261867,6,1
67,0.662,0.896,-5.311,0.251,0.318,0.0,0.186,0.79,90.622,305280,5,0
64,0.696,0.858,-5.155,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,188627,9,1
61,0.788,0.674,-8.392,0.0537,0.281,0.033,0.0892,0.864,94.997,214747,2,1
69,0.827,0.646,-4.727,0.0766,0.0724,0.0,0.247,0.512,92.057,197840,1,0
62,0.808,0.869,-6.971,0.0509,0.305,0.0,0.0983,0.848,92.165,205000,7,1
45,0.773,0.685,-8.271,0.0895,0.0514,0.0,0.445,0.558,92.978,196427,7,1
60,0.763,0.76,-4.672,0.0596,0.0392,0.0,0.133,0.916,163.969,211888,0,1
56,0.873,0.823,-3.182,0.215,0.378,0.000786,0.145,0.804,95.012,195816,6,0
55,0.846,0.905,-3.686,0.0588,0.139,1.01e-05,0.228,0.843,95.018,175533,6,0
50,0.672,0.54,-8.096,0.063,0.0192,0.815,0.19,0.208,172.013,215440,9,0
51,0.841,0.808,-5.55,0.0749,0.0711,3.36e-06,0.0816,0.66,95.0,195680,10,1
69,0.718,0.711,-5.746,0.11,0.157,5.54e-05,0.1,0.92,173.916,226413,8,0
5,0.637,0.945,-3.54,0.135,0.0373,0.0,0.116,0.578,198.05,197053,5,1
61,0.79,0.765,-6.642,0.188,0.278,0.0,0.0721,0.964,170.063,219481,6,0
49,0.776,0.857,-5.824,0.0598,0.29,4.47e-06,0.125,0.552,95.02,254027,11,0
61,0.763,0.616,-12.101,0.0552,0.0136,0.000411,0.116,0.471,94.015,188919,4,0
65,0.746,0.617,-5.811,0.0734,0.0841,0.0,0.21,0.961,87.944,220853,3,0
59,0.842,0.681,-8.149,0.0544,0.0115,2.65e-06,0.113,0.238,96.017,232587,4,0
57,0.884,0.743,-7.65,0.112,0.116,0.00011,0.127,0.781,95.997,212480,11,1
61,0.852,0.66,-6.177,0.224,0.277,0.0,0.207,0.517,94.006,224707,2,1
54,0.848,0.801,-6.821,0.102,0.562,1.11e-05,0.0624,0.908,95.027,184480,10,1
56,0.796,0.866,-6.087,0.0595,0.096,0.00025,0.0561,0.877,94.991,246080,10,0
0,0.811,0.75,-5.338,0.0591,0.204,0.0,0.0875,0.742,93.991,158373,4,0
55,0.883,0.626,-7.541,0.0853,0.0648,4.24e-06,0.0594,0.565,107.023,209453,1,1
63,0.711,0.841,-4.775,0.0917,0.231,9.85e-05,0.191,0.964,176.027,257880,6,0
54,0.845,0.906,-3.804,0.0687,0.188,0.0512,0.0199,0.813,94.987,252693,7,1
56,0.893,0.851,-6.42,0.112,0.0809,0.00143,0.0246,0.837,110.005,175856,1,1
54,0.802,0.625,-8.589,0.0567,0.00297,0.00156,0.175,0.676,94.995,223240,11,0
61,0.677,0.946,-2.887,0.0553,0.185,3.56e-06,0.274,0.948,96.011,240973,6,1
58,0.875,0.691,-7.704,0.114,0.0446,0.00326,0.219,0.612,92.993,228560,4,1
54,0.735,0.742,-5.865,0.0474,0.0948,0.0,0.177,0.964,174.025,183197,6,1
68,0.77,0.79,-5.453,0.0814,0.139,0.0,0.0829,0.872,93.97,195453,10,0
60,0.822,0.656,-6.159,0.11,0.254,0.0,0.329,0.734,94.039,188320,5,0
57,0.629,0.893,-4.009,0.275,0.181,0.0,0.115,0.86,94.042,269559,1,0
0,0.576,0.783,-4.607,0.0792,0.195,1.42e-05,0.106,0.634,89.879,234773,9,1
51,0.919,0.848,-10.511,0.165,0.0078,0.0406,0.338,0.959,109.183,147304,7,1
0,0.864,0.721,-7.994,0.183,0.185,0.0,0.0623,0.762,96.026,250093,3,0
0,0.794,0.741,-4.959,0.0622,0.157,0.0332,0.309,0.805,95.006,245427,1,1
56,0.844,0.862,-5.043,0.114,0.132,1.92e-05,0.066,0.816,95.999,184907,4,1
54,0.858,0.741,-7.204,0.124,0.0196,2.04e-05,0.0974,0.823,93.001,170854,9,0
52,0.509,0.672,-5.527,0.0639,0.281,0.0,0.355,0.81,100.102,238891,9,0
13,0.793,0.823,-6.39,0.0681,0.169,0.00104,0.0986,0.616,91.997,275360,7,1
55,0.792,0.712,-5.348,0.0665,0.0156,1.23e-06,0.636,0.929,94.995,136027,11,1
71,0.806,0.875,-3.817,0.088,0.0838,0.00192,0.065,0.917,125.063,224693,7,1
64,0.677,0.679,-4.928,0.163,0.439,3.22e-06,0.357,0.852,175.985,193099,1,1
79,0.7,0.904,-2.826,0.0568,0.2,0.000471,0.182,0.817,173.975,189296,2,0
55,0.725,0.688,-5.756,0.0403,0.209,1.01e-06,0.125,0.744,93.992,210440,1,0
72,0.788,0.701,-3.064,0.241,0.313,0.000225,0.249,0.713,180.007,210360,0,1
86,0.639,0.791,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,222347,10,0
80,0.79,0.631,-5.549,0.0425,0.437,0.0,0.158,0.889,94.039,190005,8,0
68,0.828,0.944,-1.648,0.0703,0.334,0.00813,0.0869,0.891,95.995,151562,5,1
71,0.843,0.647,-4.858,0.0715,0.358,4.38e-05,0.11,0.685,93.02,201859,8,0
62,0.782,0.813,-3.71,0.0327,0.146,0.0,0.125,0.728,94.975,221501,1,1
65,0.872,0.664,-5.807,0.0825,0.375,1e-06,0.0939,0.77,89.992,290578,1,1
72,0.774,0.774,-4.19,0.0516,0.233,7.76e-05,0.138,0.489,95.998,222302,9,1
58,0.673,0.752,-3.572,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,2,0
76,0.771,0.796,-4.106,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907,10,0
77,0.679,0.831,-1.866,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,2,1
58,0.814,0.647,-5.651,0.0443,0.0583,0.0,0.0854,0.604,93.977,206924,8,0
79,0.847,0.736,-4.542,0.266,0.0532,0.000142,0.0302,0.876,160.012,171000,1,1
77,0.76,0.646,-5.048,0.433,0.233,0.0,0.0905,0.625,188.009,178534,8,0
80,0.8,0.74,-4.52,0.0479,0.184,0.0,0.0558,0.775,90.035,226200,10,0
67,0.594,0.789,-4.469,0.0522,0.213,0.0,0.0732,0.576,179.95,253333,9,1
72,0.787,0.705,-7.582,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654,0,1
65,0.693,0.752,-4.108,0.0729,0.499,2.66e-05,0.123,0.796,185.996,190296,9,1
66,0.8,0.841,-2.817,0.0524,0.0273,0.0,0.291,0.798,94.023,170133,5,0
72,0.747,0.898,-3.683,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,208947,1,1
78,0.849,0.781,-4.635,0.159,0.406,0.0,0.0801,0.893,84.041,217143,0,0
66,0.775,0.787,-4.488,0.11,0.0613,0.000159,0.0916,0.665,175.993,317440,1,1
76,0.769,0.838,-5.238,0.0633,0.16,0.0,0.0935,0.602,93.996,249609,2,1
62,0.792,0.37,-7.906,0.198,0.226,1.32e-05,0.0917,0.76,80.099,184253,3,0
10,0.734,0.793,-4.731,0.0454,0.128,0.0,0.0658,0.511,89.961,235315,6,1
62,0.583,0.823,-4.663,0.205,0.125,1.19e-05,0.0846,0.911,166.029,218293,4,0
64,0.869,0.783,-4.234,0.0638,0.0919,7.57e-06,0.131,0.891,95.996,240587,7,1
64,0.781,0.584,-6.016,0.0684,0.135,0.000826,0.0784,0.459,175.996,198875,1,1
43,0.795,0.579,-6.48,0.0426,0.188,0.0,0.0788,0.637,115.032,200200,0,0
84,0.795,0.885,-4.13,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998,8,1
75,0.795,0.676,-6.429,0.0589,0.138,0.00373,0.0734,0.882,100.045,158447,6,1
50,0.864,0.708,-7.897,0.0575,0.0969,0.00292,0.0905,0.716,125.027,168720,0,1
70,0.937,0.942,-4.766,0.0714,0.0441,0.00679,0.301,0.376,115.984,182678,1,1
50,0.82,0.782,-2.474,0.0557,0.409,1.29e-05,0.107,0.805,88.031,137384,10,1
48,0.822,0.743,-3.04,0.0567,0.285,2.31e-06,0.102,0.355,96.025,185195,6,0
68,0.903,0.785,-5.731,0.271,0.451,2.44e-06,0.0772,0.642,97.014,220311,9,0
72,0.795,0.776,-2.29,0.0607,0.295,0.0,0.074,0.701,100.013,312000,0,1
44,0.842,0.56,-8.044,0.0998,0.771,0.119,0.101,0.439,122.019,149508,11,1
61,0.609,0.904,-2.619,0.324,0.638,0.00416,0.229,0.471,149.149,218921,8,1
62,0.868,0.701,-4.666,0.148,0.178,7.58e-06,0.0964,0.831,158.059,185638,11,1
81,0.941,0.729,-7.56,0.246,0.146,0.00451,0.18,0.718,118.026,217881,6,0
55,0.732,0.608,-7.028,0.201,0.625,0.057,0.105,0.23,94.968,169263,11,0
58,0.736,0.96,-3.835,0.0533,0.0545,0.163,0.24,0.833,117.014,235897,11,0
71,0.856,0.482,-8.99,0.0522,0.152,0.0,0.134,0.431,124.05,201290,3,0
59,0.904,0.793,-5.514,0.116,0.0616,3.3e-05,0.337,0.708,124.978,211929,7,1
55,0.753,0.901,-3.281,0.0714,0.327,3.02e-06,0.165,0.756,177.978,145287,4,0
86,0.806,0.786,-3.831,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,10,0
78,0.752,0.905,-7.072,0.0515,0.0527,0.000242,0.173,0.689,97.993,146945,0,1
66,0.801,0.756,-4.142,0.105,0.105,0.00187,0.303,0.723,89.981,186484,4,0
88,0.78,0.759,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,201040,1,1
74,0.742,0.684,-5.828,0.118,0.191,0.000111,0.0947,0.411,80.034,139810,9,1
53,0.768,0.914,-4.357,0.1,0.537,0.0,0.14,0.825,173.878,205431,4,1
10,0.79,0.858,-2.78,0.0471,0.303,0.0,0.61,0.79,92.05,192000,2,1
49,0.783,0.705,-5.487,0.114,0.0507,4.54e-06,0.0682,0.775,142.554,223842,1,0
79,0.473,0.779,-3.725,0.0414,0.186,0.0,0.189,0.438,108.287,164458,1,1
74,0.785,0.792,-4.695,0.0641,0.0104,0.0,0.104,0.528,155.036,249600,9,0
79,0.672,0.684,-5.682,0.316,0.125,0.0261,0.183,0.62,75.233,182816,9,0
72,0.59,0.857,-1.986,0.0553,0.289,4.21e-06,0.0414,0.976,135.29,227396,10,0
66,0.751,0.82,-4.493,0.125,0.0811,0.000283,0.155,0.909,192.077,196240,2,0
73,0.684,0.811,-4.494,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,7,1
69,0.816,0.538,-6.354,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368,6,0
52,0.778,0.798,-5.696,0.111,0.527,0.00436,0.114,0.82,180.013,228000,2,1
48,0.785,0.62,-8.696,0.0608,0.0635,0.0,0.0615,0.861,82.01,251096,8,0
61,0.704,0.589,-7.083,0.308,0.348,0.0,0.0739,0.618,189.989,170782,6,0
86,0.777,0.712,-4.84,0.277,0.217,0.0,0.091,0.68,95.692,175733,10,1
18,0.688,0.62,-8.029,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,11,0
75,0.832,0.59,-7.168,0.272,0.446,1.43e-06,0.123,0.596,146.939,152960,8,0
71,0.803,0.533,-6.243,0.102,0.434,0.0,0.391,0.378,129.96,269538,8,0
87,0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,6,1
52,0.904,0.75,-2.745,0.199,0.107,0.0,0.0437,0.488,97.001,299381,4,0
63,0.837,0.562,-4.807,0.113,0.331,1.39e-05,0.203,0.356,94.067,211115,11,0
50,0.868,0.619,-5.008,0.0932,0.18,0.0,0.122,0.85,90.989,264427,11,1
68,0.903,0.634,-4.027,0.175,0.396,3.35e-06,0.0712,0.553,101.053,215103,5,0
44,0.796,0.696,-4.384,0.382,0.389,0.0,0.0989,0.768,187.832,322573,8,0
50,0.786,0.892,-3.442,0.215,0.002,0.0,0.0513,0.401,179.904,152009,6,0
61,0.651,0.609,-4.722,0.53,0.648,4.1e-06,0.126,0.621,119.71,210831,1,1
60,0.797,0.687,-6.037,0.188,0.344,0.0,0.14,0.59,91.975,338051,10,0
51,0.859,0.715,-4.879,0.0759,0.206,0.000214,0.12,0.561,96.019,192633,11,0
56,0.867,0.844,-2.27,0.125,0.0947,0.0014,0.0801,0.805,92.015,215430,5,1
68,0.857,0.823,-4.22,0.0516,0.0206,0.00077,0.0593,0.57,96.048,188600,11,1
54,0.529,0.667,-7.282,0.174,0.162,0.0,0.0791,0.559,94.825,163500,5,1
54,0.609,0.703,-7.262,0.247,0.125,6.28e-06,0.106,0.754,99.385,177296,6,0
48,0.835,0.818,-5.439,0.461,0.0882,0.0,0.0452,0.437,100.102,130764,0,1
70,0.68,0.752,-3.987,0.372,0.214,0.0,0.225,0.461,191.977,275400,11,1
77,0.535,0.71,-2.978,0.324,0.428,0.0,0.141,0.523,92.009,212653,1,0
77,0.764,0.753,-3.964,0.0779,0.308,0.0,0.118,0.714,95.109,270187,0,1
70,0.673,0.694,-4.01,0.166,0.557,0.0,0.118,0.78,175.912,203000,10,1
68,0.906,0.5,-5.364,0.0863,0.307,7.59e-05,0.0576,0.417,93.993,248326,9,0
48,0.926,0.591,-8.678,0.0579,0.486,0.000526,0.0759,0.41,96.993,208835,0,0
76,0.691,0.751,-4.275,0.228,0.316,0.0,0.0808,0.672,169.884,225013,0,1
76,0.84,0.617,-5.2,0.0698,0.175,1.81e-05,0.202,0.659,100.001,265941,5,1
49,0.779,0.821,-2.823,0.0568,0.246,0.0,0.162,0.224,95.982,172146,2,1
83,0.857,0.647,-4.152,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,11,0
69,0.734,0.583,-11.764,0.0414,0.0867,0.259,0.0979,0.144,105.013,224698,11,0
71,0.811,0.695,-3.942,0.246,0.395,0.0,0.109,0.51,93.991,388800,5,0
68,0.412,0.737,-5.234,0.0896,0.427,0.000871,0.13,0.864,179.952,206607,5,0
68,0.868,0.698,-3.23,0.0827,0.203,0.0,0.734,0.44,92.015,162040,2,1
75,0.758,0.629,-5.579,0.0852,0.463,1.8e-06,0.113,0.575,97.006,203923,10,1
74,0.861,0.786,-3.833,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440,1,1
80,0.785,0.572,-7.504,0.123,0.0598,0.0,0.218,0.49,100.016,235284,2,1
75,0.799,0.676,-5.644,0.169,0.41,0.000777,0.325,0.91,104.956,175200,2,1
73,0.809,0.528,-6.886,0.12,0.353,5.86e-06,0.0897,0.491,103.923,195285,8,0
82,0.75,0.665,-3.083,0.124,0.265,0.0,0.0515,0.697,95.239,219357,8,1
1,0.505,0.516,-6.807,0.183,0.209,4.52e-05,0.298,0.64,91.918,188205,4,0
88,0.731,0.832,-2.592,0.0503,0.273,0.0,0.0665,0.94,146.013,178613,9,1
78,0.648,0.752,-4.13,0.133,0.315,0.0,0.201,0.405,178.228,198053,7,1
78,0.675,0.36,-6.66,0.112,0.67,0.0,0.159,0.553,64.921,158533,1,0
79,0.851,0.701,-3.649,0.0396,0.311,0.000211,0.163,0.527,98.039,173827,9,1
74,0.727,0.824,-2.983,0.0508,0.0132,0.00145,0.0631,0.805,96.063,211920,1,1
77,0.728,0.83,-4.0,0.36,0.234,0.0,0.0962,0.633,175.984,223187,11,1
78,0.748,0.808,-5.943,0.0619,0.0366,3.66e-05,0.11,0.553,99.997,179775,9,0
39,0.849,0.569,-6.14,0.126,0.155,2.18e-05,0.0696,0.766,105.038,207856,6,1
79,0.861,0.572,-6.537,0.415,0.382,0.0,0.0853,0.396,90.052,193363,6,0
75,0.73,0.725,-6.446,0.0689,0.0787,0.0,0.544,0.571,95.061,204000,0,1
81,0.561,0.666,-4.243,0.0322,0.106,0.0,0.123,0.675,160.019,219367,8,1
86,0.728,0.542,-5.195,0.0514,0.259,0.0,0.136,0.637,90.016,227234,0,1
75,0.839,0.554,-6.124,0.181,0.418,0.0,0.0923,0.727,139.952,249733,0,1
81,0.683,0.51,-7.894,0.0646,0.447,0.0,0.175,0.255,95.08,173021,7,0
80,0.735,0.712,-5.119,0.0326,0.732,0.0,0.302,0.894,131.938,229333,11,0
75,0.831,0.648,-8.433,0.0438,0.581,0.0,0.114,0.171,117.98,210302,2,1
62,0.836,0.777,-5.376,0.0439,0.0951,1.68e-06,0.0561,0.504,94.977,190564,6,0
63,0.66,0.793,-8.005,0.329,0.472,0.0,0.611,0.749,179.512,249680,9,0
31,0.884,0.727,-5.907,0.0845,0.104,0.00929,0.0432,0.963,110.0,317280,4,0
0,0.805,0.852,-4.337,0.0986,0.437,1.47e-06,0.0798,0.714,94.053,107572,10,1
67,0.782,0.767,-7.981,0.0871,0.266,3.64e-05,0.0947,0.622,88.005,304091,9,0
49,0.822,0.744,-6.096,0.0938,0.173,7.08e-05,0.0692,0.748,94.039,206987,9,1
43,0.868,0.673,-6.882,0.099,0.138,0.0,0.184,0.751,95.024,233267,10,1
55,0.805,0.738,-5.905,0.0644,0.0965,0.0,0.123,0.524,95.012,188825,4,0
60,0.767,0.758,-8.116,0.295,0.111,0.0,0.376,0.84,76.498,256757,4,0
64,0.617,0.771,-5.586,0.112,0.0384,3.32e-06,0.162,0.553,180.002,267747,10,0
40,0.865,0.586,-10.475,0.151,0.0969,0.00274,0.13,0.882,93.994,302942,1,0
63,0.687,0.778,-6.623,0.101,0.209,0.0,0.117,0.865,172.047,240733,1,0
45,0.787,0.813,-6.794,0.141,0.247,0.0,0.857,0.707,95.996,212533,10,0
56,0.828,0.666,-7.454,0.152,0.457,0.0,0.0834,0.44,91.961,212533,9,1
59,0.646,0.81,-6.482,0.141,0.0959,2.68e-05,0.266,0.361,95.985,264680,2,1
51,0.702,0.864,-5.496,0.0818,0.108,0.0,0.187,0.788,94.994,215118,1,1
66,0.815,0.757,-6.16,0.039,0.382,3.28e-06,0.147,0.734,104.986,209680,10,0
62,0.515,0.812,-5.06,0.361,0.411,0.0,0.101,0.779,169.981,218044,7,0
58,0.627,0.798,-4.746,0.112,0.297,0.0,0.133,0.896,180.051,208118,8,0
64,0.868,0.764,-6.574,0.167,0.119,0.00143,0.0918,0.397,96.994,263293,4,0
59,0.846,0.747,-5.074,0.0533,0.0947,0.0,0.159,0.517,95.003,220057,1,0
57,0.697,0.919,-3.867,0.0792,0.432,0.0206,0.0882,0.683,179.988,232227,7,1
62,0.564,0.684,-4.719,0.0348,0.0461,0.000718,0.335,0.404,119.99,234027,7,0
58,0.842,0.823,-5.137,0.079,0.072,1.23e-06,0.0865,0.635,95.017,194733,7,0
58,0.806,0.738,-4.75,0.162,0.221,0.0011,0.156,0.808,176.098,273160,2,1
57,0.77,0.63,-13.213,0.0516,0.00965,0.000346,0.261,0.5,100.004,239049,9,0
41,0.806,0.871,-4.109,0.0568,0.0247,1.79e-06,0.288,0.736,94.019,186213,10,0
49,0.742,0.878,-6.111,0.0453,0.0244,0.0,0.0926,0.395,106.015,261408,0,0
58,0.81,0.723,-5.2,0.194,0.409,0.0,0.137,0.738,92.993,222867,4,0
59,0.796,0.589,-8.1,0.0749,0.274,0.0345,0.421,0.764,95.019,254669,1,1
33,0.847,0.909,-3.696,0.0584,0.135,5.83e-06,0.216,0.868,95.013,173533,6,0
42,0.77,0.732,-6.459,0.0618,0.269,0.00681,0.101,0.736,87.992,189507,4,0
62,0.801,0.773,-6.651,0.0896,0.563,0.00425,0.103,0.796,94.988,225693,8,0
59,0.717,0.636,-6.604,0.0356,0.263,0.0,0.328,0.675,89.978,249827,6,0
49,0.864,0.826,-5.64,0.209,0.251,3.85e-05,0.465,0.617,90.031,288288,8,0
63,0.775,0.744,-5.912,0.0916,0.0567,0.0,0.392,0.581,92.98,196360,7,1
0,0.746,0.705,-7.085,0.0504,0.21,0.0,0.383,0.542,80.989,206639,7,1
58,0.735,0.809,-4.238,0.119,0.29,0.0,0.124,0.875,93.126,178040,0,0
53,0.744,0.837,-5.082,0.0703,0.336,0.0,0.229,0.706,92.04,293773,9,0
56,0.792,0.816,-4.751,0.254,0.51,0.0,0.356,0.809,96.038,232493,3,1
52,0.759,0.654,-7.553,0.181,0.3,0.0,0.648,0.486,89.99,173507,10,0
47,0.87,0.614,-9.892,0.259,0.446,0.00035,0.0911,0.804,95.016,196480,6,0
55,0.834,0.826,-7.036,0.067,0.127,6.33e-06,0.0924,0.6,95.016,183947,0,1
55,0.787,0.559,-7.274,0.046,0.15,0.0,0.0936,0.52,94.021,243560,0,1
0,0.748,0.887,-6.23,0.0905,0.0853,0.0,0.108,0.585,97.015,218507,4,0
34,0.734,0.907,-4.433,0.0474,0.112,1.62e-05,0.227,0.57,94.965,239223,6,0
42,0.679,0.632,-9.038,0.158,0.0203,0.0,0.15,0.73,178.026,272823,11,0
63,0.79,0.837,-5.797,0.0609,0.0755,5.39e-05,0.0729,0.798,95.968,170240,4,1
13,0.723,0.823,-3.825,0.0343,0.0894,0.0,0.123,0.51,94.014,198333,8,1
50,0.796,0.757,-5.799,0.157,0.31,0.0,0.297,0.611,95.991,218410,5,0
52,0.896,0.789,-4.945,0.0674,0.0856,1.61e-06,0.276,0.694,97.008,191147,1,1
43,0.727,0.579,-7.87,0.0561,0.392,0.0,0.249,0.612,94.02,225453,8,0
56,0.711,0.86,-3.507,0.0414,0.0153,0.0,0.383,0.404,109.946,259067,8,1
51,0.737,0.646,-7.854,0.315,0.196,0.0,0.0882,0.651,93.85,178934,6,1
0,0.792,0.841,-6.76,0.184,0.266,0.0,0.237,0.925,80.018,186619,9,1
35,0.804,0.869,-5.766,0.054,0.265,2.42e-06,0.287,0.102,95.0,215947,11,1
34,0.949,0.872,-3.755,0.16,0.319,0.0,0.385,0.857,120.096,183066,5,1
58,0.624,0.772,-4.687,0.165,0.178,0.0,0.11,0.589,172.014,222240,7,0
54,0.714,0.421,-7.277,0.516,0.0169,1.51e-05,0.117,0.307,107.964,282133,2,1
54,0.745,0.744,-8.23,0.0837,0.0266,1.84e-05,0.0959,0.849,96.026,244663,5,1
51,0.741,0.735,-8.158,0.1,0.516,0.0,0.861,0.609,96.007,227853,3,0
59,0.831,0.742,-6.736,0.153,0.0649,0.0,0.0744,0.712,95.995,195800,3,0
0,0.694,0.804,-5.127,0.0599,0.505,0.0,0.215,0.585,94.931,177680,10,1
58,0.847,0.663,-8.0,0.0533,0.526,0.00148,0.0736,0.914,95.041,242574,2,0
48,0.69,0.953,-5.554,0.0522,0.00329,0.107,0.187,0.344,135.027,233840,8,1
3,0.825,0.852,-6.471,0.0789,0.0282,0.000264,0.13,0.813,95.028,214354,6,0
31,0.783,0.824,-4.973,0.123,0.214,0.0,0.102,0.726,93.998,187080,0,1
38,0.801,0.896,-4.448,0.105,0.057,0.0,0.26,0.696,100.006,188547,7,0
56,0.705,0.8,-8.332,0.123,0.0474,1.5e-06,0.448,0.48,156.109,192307,5,1
46,0.789,0.815,-7.991,0.0516,0.181,0.121,0.145,0.763,95.009,203667,11,0
56,0.807,0.781,-6.028,0.158,0.0784,0.0,0.105,0.536,95.009,192000,1,1
0,0.862,0.593,-5.763,0.0498,0.0372,0.000527,0.752,0.511,112.004,172460,6,0
45,0.753,0.65,-9.548,0.0471,0.0116,3.09e-06,0.109,0.639,93.999,219133,10,0
87,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,8,0
86,0.826,0.773,-4.218,0.0524,0.323,0.0,0.143,0.761,126.899,238200,11,0
73,0.715,0.874,-3.576,0.0548,0.126,0.000162,0.105,0.652,96.995,214293,6,1
83,0.837,0.791,-3.157,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,0
82,0.807,0.803,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987,258800,11,1
83,0.817,0.539,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,6,0
80,0.756,0.851,-3.33,0.0674,0.0336,0.0,0.126,0.934,75.014,200693,2,1
76,0.783,0.84,-3.416,0.051,0.174,0.0,0.412,0.839,95.001,200480,1,1
79,0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,229360,2,1
78,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,11,0
72,0.683,0.691,-5.535,0.0432,0.243,0.0,0.14,0.732,179.91,219507,8,1
77,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,2,0
43,0.743,0.855,-3.976,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,5,0
76,0.766,0.756,-5.861,0.132,0.213,0.0,0.349,0.716,94.027,230000,5,1
79,0.754,0.805,-4.249,0.0752,0.315,0.0,0.203,0.555,93.982,176133,6,1
74,0.761,0.838,-3.073,0.0502,0.4,0.0,0.176,0.71,93.974,222560,4,0
74,0.744,0.804,-6.327,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,1,1
68,0.783,0.738,-4.078,0.0741,0.127,0.0,0.127,0.925,90.976,164533,11,1
72,0.681,0.788,-4.323,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117,1,1
68,0.685,0.731,-5.119,0.093,0.204,0.0,0.0722,0.786,177.912,221027,5,0
76,0.742,0.858,-4.946,0.0483,0.0826,0.0,0.364,0.64,95.049,194742,10,1
69,0.646,0.865,-4.215,0.0983,0.269,4.16e-06,0.11,0.762,191.954,217093,6,1
75,0.733,0.897,-3.652,0.0389,0.0391,0.0,0.117,0.649,96.006,173800,0,1
68,0.777,0.911,-3.223,0.173,0.246,0.0,0.257,0.704,96.017,238813,6,0
65,0.728,0.812,-3.017,0.0833,0.287,2.9e-06,0.13,0.418,130.029,228960,8,0
68,0.719,0.842,-3.562,0.0383,0.132,0.0,0.105,0.534,90.017,228139,6,0
64,0.783,0.748,-4.683,0.0892,0.147,0.0,0.173,0.806,93.222,182747,8,1
52,0.595,0.773,-4.736,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,9,0
73,0.635,0.713,-6.909,0.0937,0.228,0.0,0.0506,0.749,179.864,204701,11,1
76,0.653,0.816,-4.353,0.167,0.228,0.0,0.0967,0.816,178.086,228827,2,1
80,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,11,0
76,0.744,0.859,-3.166,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,11,1
77,0.788,0.771,-3.206,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,0
18,0.777,0.779,-4.449,0.0972,0.0543,0.0,0.636,0.768,94.023,221653,0,0
74,0.722,0.738,-6.073,0.247,0.328,1.47e-05,0.198,0.748,198.075,184720,9,0
70,0.74,0.74,-3.647,0.0686,0.205,0.0,0.107,0.717,93.95,219600,5,0
70,0.766,0.827,-3.332,0.0538,0.148,0.0,0.0518,0.831,91.03,238160,0,1
84,0.747,0.7,-4.669,0.341,0.136,0.000167,0.11,0.62,176.036,225933,0,1
